Keychains,,Keys,,,
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Consul', NOW(), uuid_nil())",bb345c3a-22f0-4377-8f55-8f6ebef5524d,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('bb345c3a-22f0-4377-8f55-8f6ebef5524d','','Content Catalog','Best Practices','Consul','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Kuma', NOW(), uuid_nil())",425d0113-0363-48fb-9698-4f392a4b7b48,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('425d0113-0363-48fb-9698-4f392a4b7b48','','Content Catalog','Best Practices','Kuma','', NOW(), uuid_nil())",,FALSE
Accept Access Request,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Accept Access Request','View Statitistics', NOW(), uuid_nil())",d5fd3a6f-23a6-429c-b9b3-7ffa75d3f381,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('d5fd3a6f-23a6-429c-b9b3-7ffa75d3f381','Accept Access Request','Event Management','Statistics','View Statitistics','', NOW(), uuid_nil())",X,FALSE
Accept Access Request,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Accept Access Request','View Events', NOW(), uuid_nil())",4fe3e6b9-3363-4e9d-bfd4-9cd5bd168e5a,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('4fe3e6b9-3363-4e9d-bfd4-9cd5bd168e5a','Accept Access Request','Events Management','Events','View Events','', NOW(), uuid_nil())",X,FALSE
Accept Access Request,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Accept Access Request','View Summary', NOW(), uuid_nil())",82c04345-f7ba-4696-bddd-da7bd0046f38,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('82c04345-f7ba-4696-bddd-da7bd0046f38','Accept Access Request','Events Management','Summary','View Summary','', NOW(), uuid_nil())",X,FALSE
Accept Access Request,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Accept Access Request','View Audit', NOW(), uuid_nil())",80bb9c66-0657-49ff-a064-667e9875bb3f,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('80bb9c66-0657-49ff-a064-667e9875bb3f','Accept Access Request','Events Management','Audit','View Audit','', NOW(), uuid_nil())",X,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Dynamic Injection via Remote Provider', NOW(), uuid_nil())",aee2b910-ab6b-4af5-b405-38fdbe11790d,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('aee2b910-ab6b-4af5-b405-38fdbe11790d','','Extensibility','Framework','Dynamic Injection via Remote Provider','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Namespaced custom endpoints', NOW(), uuid_nil())",ee6562f9-eb5e-4978-9239-fc1ac18a06a2,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('ee6562f9-eb5e-4978-9239-fc1ac18a06a2','','Extensibility','ReST API','Namespaced custom endpoints','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Swagger integration', NOW(), uuid_nil())",045f4c47-95d7-4ee7-923e-b069faa75640,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('045f4c47-95d7-4ee7-923e-b069faa75640','','Extensibility','ReST API','Swagger integration','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Namespaced custom resolvers', NOW(), uuid_nil())",192cd281-234a-4127-b8a8-3e6f10d9e730,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('192cd281-234a-4127-b8a8-3e6f10d9e730','','Extensibility','GraphQL API','Namespaced custom resolvers','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Adapters', NOW(), uuid_nil())",65150884-c617-4aa4-bb0f-09dd0532bb83,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('65150884-c617-4aa4-bb0f-09dd0532bb83','','Extensibility','Extension Point','Adapters','Extend Meshery's capabilities behind a gRPC interface for Model registration and operation invocation', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Load Generators', NOW(), uuid_nil())",d63d7908-0699-4548-8493-bc3cb1b32699,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('d63d7908-0699-4548-8493-bc3cb1b32699','','Extensibility','Extension Point','Load Generators','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Authentication', NOW(), uuid_nil())",3073abac-9b60-4c9e-b8af-0bc3adeeb5a5,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('3073abac-9b60-4c9e-b8af-0bc3adeeb5a5','','Extensibility','Extension Point','Authentication','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Authorization', NOW(), uuid_nil())",e750108f-7659-48a8-8b24-a811f1852819,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('e750108f-7659-48a8-8b24-a811f1852819','','Extensibility','Extension Point','Authorization','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Remote Providers', NOW(), uuid_nil())",be4505ae-b83e-479f-81f7-8f59eeae251d,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('be4505ae-b83e-479f-81f7-8f59eeae251d','','Extensibility','Extension Point','Remote Providers','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Meshery UI: Collaborators', NOW(), uuid_nil())",,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('','','Extensibility','Extension Point','Meshery UI: Collaborators','Real-time user presence and user profile integration', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Meshery UI: Extensible Authorization', NOW(), uuid_nil())",,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('','','Extensibility','Extension Point','Meshery UI: Extensible Authorization','Extensible Permission and Entitlement session-based key verification and enforcement', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','User Preferences', NOW(), uuid_nil())",39da55c3-68eb-4510-a115-bff559e648ef,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('39da55c3-68eb-4510-a115-bff559e648ef','','Extensibility','Extension Point','User Preferences','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Peer-to-Peer ', NOW(), uuid_nil())",66f311bf-6b7e-41ee-bab6-5e671dd2f0e6,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('66f311bf-6b7e-41ee-bab6-5e671dd2f0e6','','Extensibility','Extension Point','Peer-to-Peer ','Propagate document updates peer-to-peer using WebRTC.', NOW(), uuid_nil())",,FALSE
Extension Point Management,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Extension Point Management','Install extension', NOW(), uuid_nil())",24f41e98-7ce1-40c4-a82d-4ae0294d237d,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('24f41e98-7ce1-40c4-a82d-4ae0294d237d','Extension Point Management','Extensibility','Extensions','Install extension','Install or enable or disabble extensions in Meshery', NOW(), uuid_nil())",X,TRUE
Extension Point Management,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Extension Point Management','View Meshery User Preferences', NOW(), uuid_nil())",cdec6212-bbbf-4cab-b10d-76d12bee7e56,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('cdec6212-bbbf-4cab-b10d-76d12bee7e56','Extension Point Management','Extensibility','Extensions','View Meshery User Preferences','View all user preferences in Meshery UI ', NOW(), uuid_nil())",X,TRUE
Extension Point Management,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Extension Point Management','View Extensions', NOW(), uuid_nil())",c1330df4-1bbe-4d5d-8828-f4bd9ee989e5,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('c1330df4-1bbe-4d5d-8828-f4bd9ee989e5','Extension Point Management','Extensibility','Extensions','View Extensions','View all extensions on the extension page', NOW(), uuid_nil())",X,TRUE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Showback', NOW(), uuid_nil())",f1a4d8b0-a4f0-413f-83be-9f7fb9e48a08,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('f1a4d8b0-a4f0-413f-83be-9f7fb9e48a08','','Financial Management','Accounting','Showback','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Chargeback', NOW(), uuid_nil())",3a1c684a-dbde-4833-b592-e64f9c35a50e,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('3a1c684a-dbde-4833-b592-e64f9c35a50e','','Financial Management','Billing','Chargeback','Per service, per authenticated user', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",7f654252-b1b0-4a35-9302-cc5626833458,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('7f654252-b1b0-4a35-9302-cc5626833458','','Financial Management','','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','', NOW(), uuid_nil())",e135755a-7b2a-4eb7-a6c5-e6a8ae9128cc,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('e135755a-7b2a-4eb7-a6c5-e6a8ae9128cc','','Financial Management','','','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Snapshots', NOW(), uuid_nil())",81287ea7-5e3f-480c-8b2e-211d62d08797,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('81287ea7-5e3f-480c-8b2e-211d62d08797','','GitOps','Review','Snapshots','Visual insights in your pull requests in GitLab', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Snapshots', NOW(), uuid_nil())",,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('','','GitOps','Review','Snapshots','Visual insights in your pull requests in GitHub.com (App)', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Snapshots', NOW(), uuid_nil())",ba84d9c3-8f52-4675-a811-7d78653cca02,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('ba84d9c3-8f52-4675-a811-7d78653cca02','','GitOps','Review','Snapshots','Visual insights in your pull requests in GitHub.com (PAT)', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Snapshots', NOW(), uuid_nil())",45cd7d25-c205-47ae-b071-9b2083eae051,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('45cd7d25-c205-47ae-b071-9b2083eae051','','GitOps','Review','Snapshots','Visual insights in your pull requests in GitHub Enterprise (App)', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Snapshots', NOW(), uuid_nil())",f9df75f6-5b98-4d54-bc1c-ae59a4d5b95c,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('f9df75f6-5b98-4d54-bc1c-ae59a4d5b95c','','GitOps','Review','Snapshots','Visual insights in your pull requests in Bitbucket', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Snapshots', NOW(), uuid_nil())",f9df75f6-5b98-4d54-bc1c-ae59a4d5b95c,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('f9df75f6-5b98-4d54-bc1c-ae59a4d5b95c','','GitOps','Review','Snapshots','Visual insights in your pull requests in ArtifactHub', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Snapshots', NOW(), uuid_nil())",f9df75f6-5b98-4d54-bc1c-ae59a4d5b95c,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('f9df75f6-5b98-4d54-bc1c-ae59a4d5b95c','','GitOps','Review','Snapshots','Support for Diffs on Pull Requests', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','BitBucket', NOW(), uuid_nil())",9f236c99-b2ec-4474-9ec8-7c3f8a09e63e,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('9f236c99-b2ec-4474-9ec8-7c3f8a09e63e','','GitOps','Pipeline','BitBucket','Initiate deployment with creation of pull request', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','GitHub', NOW(), uuid_nil())",9f236c99-b2ec-4474-9ec8-7c3f8a09e63e,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('9f236c99-b2ec-4474-9ec8-7c3f8a09e63e','','GitOps','Pipeline','GitHub','Initiate deployment with creation of pull request', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','GitLab', NOW(), uuid_nil())",9f236c99-b2ec-4474-9ec8-7c3f8a09e63e,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('9f236c99-b2ec-4474-9ec8-7c3f8a09e63e','','GitOps','Pipeline','GitLab','Initiate deployment with creation of pull request', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','ArgoEvents', NOW(), uuid_nil())",81287ea7-5e3f-480c-8b2e-211d62d08797,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('81287ea7-5e3f-480c-8b2e-211d62d08797','','GitOps','Pipeline','ArgoEvents','Initiate deployment with creation of pull request', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Flux', NOW(), uuid_nil())",,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('','','GitOps','Pipeline','Flux','Initiate deployment with creation of pull request', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Webhook', NOW(), uuid_nil())",b2b183bd-9aff-469e-9c65-8027b75999aa,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('b2b183bd-9aff-469e-9c65-8027b75999aa','','GitOps','Pipeline','Webhook','Signal pass or fail: to proceed or rollback a deployment', NOW(), uuid_nil())",,FALSE
